task,algo1,algo2,test,alpha,target_n,fpr,se,expected_fpr
Walker2d-v5,SAC,PPO,permutation,0.05,20,0.05,0.006892024376045111,0.05
Walker2d-v5,SAC,PPO,t-test,0.05,30,0.059,0.007451107300260815,0.05
Walker2d-v5,SAC,PPO,Welch t-test,0.05,30,0.049,0.006826346021115542,0.05
Walker2d-v5,SAC,PPO,Mann-Whitney,0.05,30,0.065,0.007795832219846705,0.05
Walker2d-v5,SAC,PPO,Ranked t-test,0.05,30,0.077,0.00843036179532053,0.05
Walker2d-v5,SAC,PPO,bootstrap,0.05,30,0.061,0.0075682891065286355,0.05
Walker2d-v5,SAC,PPO,permutation,0.05,30,0.053,0.00708456067798138,0.05
Walker2d-v5,SAC,PPO,t-test,0.01,2,0.025,0.0049371044145328745,0.01
Walker2d-v5,SAC,PPO,Welch t-test,0.01,2,0.008,0.0028170906978654416,0.01
Walker2d-v5,SAC,PPO,Mann-Whitney,0.01,2,0.0,0.0,0.01
Walker2d-v5,SAC,PPO,Ranked t-test,0.01,2,0.0,0.0,0.01
Walker2d-v5,SAC,PPO,bootstrap,0.01,2,0.36,0.015178932768808221,0.01
Walker2d-v5,SAC,PPO,permutation,0.01,2,0.352,0.015102847413650183,0.01
Walker2d-v5,SAC,PPO,t-test,0.01,3,0.015,0.003843826218756514,0.01
Walker2d-v5,SAC,PPO,Welch t-test,0.01,3,0.01,0.003146426544510455,0.01
Walker2d-v5,SAC,PPO,Mann-Whitney,0.01,3,0.0,0.0,0.01
Walker2d-v5,SAC,PPO,Ranked t-test,0.01,3,0.0,0.0,0.01
Walker2d-v5,SAC,PPO,bootstrap,0.01,3,0.157,0.01150439046625244,0.01
Walker2d-v5,SAC,PPO,permutation,0.01,3,0.106,0.009734680272099337,0.01
Walker2d-v5,SAC,PPO,t-test,0.01,5,0.019,0.004317290817167636,0.01
Walker2d-v5,SAC,PPO,Welch t-test,0.01,5,0.017,0.004087909000944126,0.01
Walker2d-v5,SAC,PPO,Mann-Whitney,0.01,5,0.009,0.002986469487538756,0.01
Walker2d-v5,SAC,PPO,Ranked t-test,0.01,5,0.026,0.0050322956987840055,0.01
Walker2d-v5,SAC,PPO,bootstrap,0.01,5,0.074,0.00827792244467173,0.01
Walker2d-v5,SAC,PPO,permutation,0.01,5,0.025,0.0049371044145328745,0.01
Walker2d-v5,SAC,PPO,t-test,0.01,10,0.013,0.003582038525755969,0.01
Walker2d-v5,SAC,PPO,Welch t-test,0.01,10,0.011,0.003298332912245215,0.01
Walker2d-v5,SAC,PPO,Mann-Whitney,0.01,10,0.012,0.003443254274665175,0.01
Walker2d-v5,SAC,PPO,Ranked t-test,0.01,10,0.016,0.003967870965643918,0.01
Walker2d-v5,SAC,PPO,bootstrap,0.01,10,0.034,0.005730968504537431,0.01
Walker2d-v5,SAC,PPO,permutation,0.01,10,0.01,0.003146426544510455,0.01
Walker2d-v5,SAC,PPO,t-test,0.01,20,0.011,0.003298332912245215,0.01
Walker2d-v5,SAC,PPO,Welch t-test,0.01,20,0.016,0.003967870965643918,0.01
Walker2d-v5,SAC,PPO,Mann-Whitney,0.01,20,0.015,0.003843826218756514,0.01
Walker2d-v5,SAC,PPO,Ranked t-test,0.01,20,0.014,0.003715373467095872,0.01
Walker2d-v5,SAC,PPO,bootstrap,0.01,20,0.019,0.004317290817167636,0.01
Walker2d-v5,SAC,PPO,permutation,0.01,20,0.01,0.003146426544510455,0.01
Walker2d-v5,SAC,PPO,t-test,0.01,30,0.013,0.003582038525755969,0.01
Walker2d-v5,SAC,PPO,Welch t-test,0.01,30,0.016,0.003967870965643918,0.01
Walker2d-v5,SAC,PPO,Mann-Whitney,0.01,30,0.012,0.003443254274665175,0.01
Walker2d-v5,SAC,PPO,Ranked t-test,0.01,30,0.017,0.004087909000944126,0.01
Walker2d-v5,SAC,PPO,bootstrap,0.01,30,0.016,0.003967870965643918,0.01
Walker2d-v5,SAC,PPO,permutation,0.01,30,0.014,0.003715373467095872,0.01
Walker2d-v5,TD3,DDPG,t-test,0.05,2,0.063,0.007683163410991596,0.05
Walker2d-v5,TD3,DDPG,Welch t-test,0.05,2,0.035,0.005811626278418116,0.05
Walker2d-v5,TD3,DDPG,Mann-Whitney,0.05,2,0.0,0.0,0.05
Walker2d-v5,TD3,DDPG,Ranked t-test,0.05,2,0.0,0.0,0.05
Walker2d-v5,TD3,DDPG,bootstrap,0.05,2,0.376,0.015317441039547044,0.05
Walker2d-v5,TD3,DDPG,permutation,0.05,2,0.39,0.01542400726140908,0.05
Walker2d-v5,TD3,DDPG,t-test,0.05,3,0.061,0.0075682891065286355,0.05
Walker2d-v5,TD3,DDPG,Welch t-test,0.05,3,0.054,0.007147307185227175,0.05
Walker2d-v5,TD3,DDPG,Mann-Whitney,0.05,3,0.0,0.0,0.05
Walker2d-v5,TD3,DDPG,Ranked t-test,0.05,3,0.116,0.010126401137620413,0.05
Walker2d-v5,TD3,DDPG,bootstrap,0.05,3,0.212,0.012925014506761685,0.05
Walker2d-v5,TD3,DDPG,permutation,0.05,3,0.149,0.01126050620531777,0.05
Walker2d-v5,TD3,DDPG,t-test,0.05,5,0.062,0.007626008130076967,0.05
Walker2d-v5,TD3,DDPG,Welch t-test,0.05,5,0.054,0.007147307185227175,0.05
Walker2d-v5,TD3,DDPG,Mann-Whitney,0.05,5,0.044,0.006485676526007136,0.05
Walker2d-v5,TD3,DDPG,Ranked t-test,0.05,5,0.065,0.007795832219846705,0.05
Walker2d-v5,TD3,DDPG,bootstrap,0.05,5,0.15,0.011291589790636216,0.05
Walker2d-v5,TD3,DDPG,permutation,0.05,5,0.071,0.008121514637061242,0.05
Walker2d-v5,TD3,DDPG,t-test,0.05,10,0.07,0.008068457101577725,0.05
Walker2d-v5,TD3,DDPG,Welch t-test,0.05,10,0.053,0.00708456067798138,0.05
Walker2d-v5,TD3,DDPG,Mann-Whitney,0.05,10,0.068,0.007960904471226871,0.05
Walker2d-v5,TD3,DDPG,Ranked t-test,0.05,10,0.077,0.00843036179532053,0.05
Walker2d-v5,TD3,DDPG,bootstrap,0.05,10,0.077,0.00843036179532053,0.05
Walker2d-v5,TD3,DDPG,permutation,0.05,10,0.062,0.007626008130076967,0.05
Walker2d-v5,TD3,DDPG,t-test,0.05,20,0.047,0.006692607862410586,0.05
Walker2d-v5,TD3,DDPG,Welch t-test,0.05,20,0.051,0.00695693898205238,0.05
Walker2d-v5,TD3,DDPG,Mann-Whitney,0.05,20,0.054,0.007147307185227175,0.05
Walker2d-v5,TD3,DDPG,Ranked t-test,0.05,20,0.055,0.00720936890441875,0.05
Walker2d-v5,TD3,DDPG,bootstrap,0.05,20,0.075,0.008329165624478841,0.05
Walker2d-v5,TD3,DDPG,permutation,0.05,20,0.044,0.006485676526007136,0.05
Walker2d-v5,TD3,DDPG,t-test,0.05,30,0.054,0.007147307185227175,0.05
Walker2d-v5,TD3,DDPG,Welch t-test,0.05,30,0.054,0.007147307185227175,0.05
Walker2d-v5,TD3,DDPG,Mann-Whitney,0.05,30,0.06,0.007509993342207435,0.05
Walker2d-v5,TD3,DDPG,Ranked t-test,0.05,30,0.073,0.008226238508577295,0.05
Walker2d-v5,TD3,DDPG,bootstrap,0.05,30,0.07,0.008068457101577725,0.05
Walker2d-v5,TD3,DDPG,permutation,0.05,30,0.05,0.006892024376045111,0.05
Walker2d-v5,TD3,DDPG,t-test,0.01,2,0.021,0.004534203347888138,0.01
Walker2d-v5,TD3,DDPG,Welch t-test,0.01,2,0.003,0.001729450779872038,0.01
Walker2d-v5,TD3,DDPG,Mann-Whitney,0.01,2,0.0,0.0,0.01
Walker2d-v5,TD3,DDPG,Ranked t-test,0.01,2,0.0,0.0,0.01
Walker2d-v5,TD3,DDPG,bootstrap,0.01,2,0.381,0.015357050498061143,0.01
Walker2d-v5,TD3,DDPG,permutation,0.01,2,0.368,0.015250442616527561,0.01
Walker2d-v5,TD3,DDPG,t-test,0.01,3,0.012,0.003443254274665175,0.01
Walker2d-v5,TD3,DDPG,Welch t-test,0.01,3,0.01,0.003146426544510455,0.01
Walker2d-v5,TD3,DDPG,Mann-Whitney,0.01,3,0.0,0.0,0.01
Walker2d-v5,TD3,DDPG,Ranked t-test,0.01,3,0.0,0.0,0.01
Walker2d-v5,TD3,DDPG,bootstrap,0.01,3,0.152,0.011353237423748346,0.01
Walker2d-v5,TD3,DDPG,permutation,0.01,3,0.123,0.010386096475577337,0.01
Walker2d-v5,TD3,DDPG,t-test,0.01,5,0.012,0.003443254274665175,0.01
Walker2d-v5,TD3,DDPG,Welch t-test,0.01,5,0.012,0.003443254274665175,0.01
Walker2d-v5,TD3,DDPG,Mann-Whitney,0.01,5,0.015,0.003843826218756514,0.01
Walker2d-v5,TD3,DDPG,Ranked t-test,0.01,5,0.03,0.005394441583704471,0.01
Walker2d-v5,TD3,DDPG,bootstrap,0.01,5,0.071,0.008121514637061242,0.01
Walker2d-v5,TD3,DDPG,permutation,0.01,5,0.02,0.004427188724235731,0.01
Walker2d-v5,TD3,DDPG,t-test,0.01,10,0.01,0.003146426544510455,0.01
Walker2d-v5,TD3,DDPG,Welch t-test,0.01,10,0.015,0.003843826218756514,0.01
Walker2d-v5,TD3,DDPG,Mann-Whitney,0.01,10,0.008,0.0028170906978654416,0.01
Walker2d-v5,TD3,DDPG,Ranked t-test,0.01,10,0.018,0.004204283529925164,0.01
Walker2d-v5,TD3,DDPG,bootstrap,0.01,10,0.032,0.005565608681896348,0.01
Walker2d-v5,TD3,DDPG,permutation,0.01,10,0.021,0.004534203347888138,0.01
Walker2d-v5,TD3,DDPG,t-test,0.01,20,0.01,0.003146426544510455,0.01
Walker2d-v5,TD3,DDPG,Welch t-test,0.01,20,0.011,0.003298332912245215,0.01
Walker2d-v5,TD3,DDPG,Mann-Whitney,0.01,20,0.011,0.003298332912245215,0.01
Walker2d-v5,TD3,DDPG,Ranked t-test,0.01,20,0.009,0.002986469487538756,0.01
Walker2d-v5,TD3,DDPG,bootstrap,0.01,20,0.027,0.00512552436341883,0.01
Walker2d-v5,TD3,DDPG,permutation,0.01,20,0.008,0.0028170906978654416,0.01
Walker2d-v5,TD3,DDPG,t-test,0.01,30,0.014,0.003715373467095872,0.01
Walker2d-v5,TD3,DDPG,Welch t-test,0.01,30,0.009,0.002986469487538756,0.01
Walker2d-v5,TD3,DDPG,Mann-Whitney,0.01,30,0.01,0.003146426544510455,0.01
Walker2d-v5,TD3,DDPG,Ranked t-test,0.01,30,0.02,0.004427188724235731,0.01
Walker2d-v5,TD3,DDPG,bootstrap,0.01,30,0.02,0.004427188724235731,0.01
Walker2d-v5,TD3,DDPG,permutation,0.01,30,0.007,0.0026364749192814255,0.01
Walker2d-v5,TD3,PPO,t-test,0.05,2,0.08,0.008579044235810887,0.05
Walker2d-v5,TD3,PPO,Welch t-test,0.05,2,0.031,0.0054807846153630225,0.05
Walker2d-v5,TD3,PPO,Mann-Whitney,0.05,2,0.0,0.0,0.05
Walker2d-v5,TD3,PPO,Ranked t-test,0.05,2,0.0,0.0,0.05
Walker2d-v5,TD3,PPO,bootstrap,0.05,2,0.381,0.015357050498061143,0.05
Walker2d-v5,TD3,PPO,permutation,0.05,2,0.383,0.015372410351015223,0.05
Walker2d-v5,TD3,PPO,t-test,0.05,3,0.064,0.007739767438366608,0.05
Walker2d-v5,TD3,PPO,Welch t-test,0.05,3,0.063,0.007683163410991596,0.05
Walker2d-v5,TD3,PPO,Mann-Whitney,0.05,3,0.0,0.0,0.05
Walker2d-v5,TD3,PPO,Ranked t-test,0.05,3,0.127,0.010529529904036551,0.05
Walker2d-v5,TD3,PPO,bootstrap,0.05,3,0.229,0.013287550564344055,0.05
Walker2d-v5,TD3,PPO,permutation,0.05,3,0.144,0.011102432165971562,0.05
Walker2d-v5,TD3,PPO,t-test,0.05,5,0.065,0.007795832219846705,0.05
Walker2d-v5,TD3,PPO,Welch t-test,0.05,5,0.042,0.0063431853196954605,0.05
Walker2d-v5,TD3,PPO,Mann-Whitney,0.05,5,0.046,0.006624499981130651,0.05
Walker2d-v5,TD3,PPO,Ranked t-test,0.05,5,0.058,0.007391616873188166,0.05
Walker2d-v5,TD3,PPO,bootstrap,0.05,5,0.119,0.010239091756596383,0.05
Walker2d-v5,TD3,PPO,permutation,0.05,5,0.067,0.007906389820898032,0.05
Walker2d-v5,TD3,PPO,t-test,0.05,10,0.048,0.006759881655768835,0.05
Walker2d-v5,TD3,PPO,Welch t-test,0.05,10,0.051,0.00695693898205238,0.05
Walker2d-v5,TD3,PPO,Mann-Whitney,0.05,10,0.05,0.006892024376045111,0.05
Walker2d-v5,TD3,PPO,Ranked t-test,0.05,10,0.059,0.007451107300260815,0.05
Walker2d-v5,TD3,PPO,bootstrap,0.05,10,0.09,0.009049861877399014,0.05
Walker2d-v5,TD3,PPO,permutation,0.05,10,0.062,0.007626008130076967,0.05
Walker2d-v5,TD3,PPO,t-test,0.05,20,0.069,0.008014923580421713,0.05
Walker2d-v5,TD3,PPO,Welch t-test,0.05,20,0.044,0.006485676526007136,0.05
Walker2d-v5,TD3,PPO,Mann-Whitney,0.05,20,0.059,0.007451107300260815,0.05
Walker2d-v5,TD3,PPO,Ranked t-test,0.05,20,0.054,0.007147307185227175,0.05
Walker2d-v5,TD3,PPO,bootstrap,0.05,20,0.075,0.008329165624478841,0.05
Walker2d-v5,TD3,PPO,permutation,0.05,20,0.057,0.007331507348424334,0.05
Walker2d-v5,TD3,PPO,t-test,0.05,30,0.059,0.007451107300260815,0.05
Walker2d-v5,TD3,PPO,Welch t-test,0.05,30,0.061,0.0075682891065286355,0.05
Walker2d-v5,TD3,PPO,Mann-Whitney,0.05,30,0.061,0.0075682891065286355,0.05
Walker2d-v5,TD3,PPO,Ranked t-test,0.05,30,0.059,0.007451107300260815,0.05
Walker2d-v5,TD3,PPO,bootstrap,0.05,30,0.068,0.007960904471226871,0.05
Walker2d-v5,TD3,PPO,permutation,0.05,30,0.047,0.006692607862410586,0.05
Walker2d-v5,TD3,PPO,t-test,0.01,2,0.014,0.003715373467095872,0.01
Walker2d-v5,TD3,PPO,Welch t-test,0.01,2,0.007,0.0026364749192814255,0.01
Walker2d-v5,TD3,PPO,Mann-Whitney,0.01,2,0.0,0.0,0.01
Walker2d-v5,TD3,PPO,Ranked t-test,0.01,2,0.0,0.0,0.01
Walker2d-v5,TD3,PPO,bootstrap,0.01,2,0.356,0.015141466243399283,0.01
Walker2d-v5,TD3,PPO,permutation,0.01,2,0.359,0.01516967369457893,0.01
Walker2d-v5,TD3,PPO,t-test,0.01,3,0.02,0.004427188724235731,0.01
Walker2d-v5,TD3,PPO,Welch t-test,0.01,3,0.012,0.003443254274665175,0.01
Walker2d-v5,TD3,PPO,Mann-Whitney,0.01,3,0.0,0.0,0.01
Walker2d-v5,TD3,PPO,Ranked t-test,0.01,3,0.0,0.0,0.01
Walker2d-v5,TD3,PPO,bootstrap,0.01,3,0.173,0.011961229033840962,0.01
Walker2d-v5,TD3,PPO,permutation,0.01,3,0.12,0.010276186062932104,0.01
Walker2d-v5,TD3,PPO,t-test,0.01,5,0.018,0.004204283529925164,0.01
Walker2d-v5,TD3,PPO,Welch t-test,0.01,5,0.02,0.004427188724235731,0.01
Walker2d-v5,TD3,PPO,Mann-Whitney,0.01,5,0.019,0.004317290817167636,0.01
Walker2d-v5,TD3,PPO,Ranked t-test,0.01,5,0.017,0.004087909000944126,0.01
Walker2d-v5,TD3,PPO,bootstrap,0.01,5,0.069,0.008014923580421713,0.01
Walker2d-v5,TD3,PPO,permutation,0.01,5,0.027,0.00512552436341883,0.01
Walker2d-v5,TD3,PPO,t-test,0.01,10,0.022,0.0046385342512479085,0.01
Walker2d-v5,TD3,PPO,Welch t-test,0.01,10,0.013,0.003582038525755969,0.01
Walker2d-v5,TD3,PPO,Mann-Whitney,0.01,10,0.012,0.003443254274665175,0.01
Walker2d-v5,TD3,PPO,Ranked t-test,0.01,10,0.011,0.003298332912245215,0.01
Walker2d-v5,TD3,PPO,bootstrap,0.01,10,0.027,0.00512552436341883,0.01
Walker2d-v5,TD3,PPO,permutation,0.01,10,0.009,0.002986469487538756,0.01
Walker2d-v5,TD3,PPO,t-test,0.01,20,0.01,0.003146426544510455,0.01
Walker2d-v5,TD3,PPO,Welch t-test,0.01,20,0.012,0.003443254274665175,0.01
Walker2d-v5,TD3,PPO,Mann-Whitney,0.01,20,0.014,0.003715373467095872,0.01
Walker2d-v5,TD3,PPO,Ranked t-test,0.01,20,0.021,0.004534203347888138,0.01
Walker2d-v5,TD3,PPO,bootstrap,0.01,20,0.019,0.004317290817167636,0.01
Walker2d-v5,TD3,PPO,permutation,0.01,20,0.021,0.004534203347888138,0.01
Walker2d-v5,TD3,PPO,t-test,0.01,30,0.011,0.003298332912245215,0.01
Walker2d-v5,TD3,PPO,Welch t-test,0.01,30,0.014,0.003715373467095872,0.01
Walker2d-v5,TD3,PPO,Mann-Whitney,0.01,30,0.018,0.004204283529925164,0.01
Walker2d-v5,TD3,PPO,Ranked t-test,0.01,30,0.013,0.003582038525755969,0.01
Walker2d-v5,TD3,PPO,bootstrap,0.01,30,0.015,0.003843826218756514,0.01
Walker2d-v5,TD3,PPO,permutation,0.01,30,0.016,0.003967870965643918,0.01
Walker2d-v5,DDPG,PPO,t-test,0.05,2,0.058,0.007391616873188166,0.05
Walker2d-v5,DDPG,PPO,Welch t-test,0.05,2,0.017,0.004087909000944126,0.05
Walker2d-v5,DDPG,PPO,Mann-Whitney,0.05,2,0.0,0.0,0.05
Walker2d-v5,DDPG,PPO,Ranked t-test,0.05,2,0.0,0.0,0.05
Walker2d-v5,DDPG,PPO,bootstrap,0.05,2,0.331,0.014880826589944525,0.05
Walker2d-v5,DDPG,PPO,permutation,0.05,2,0.365,0.015224158433227107,0.05
Walker2d-v5,DDPG,PPO,t-test,0.05,3,0.068,0.007960904471226871,0.05
Walker2d-v5,DDPG,PPO,Welch t-test,0.05,3,0.041,0.006270486424512854,0.05
Walker2d-v5,DDPG,PPO,Mann-Whitney,0.05,3,0.0,0.0,0.05
Walker2d-v5,DDPG,PPO,Ranked t-test,0.05,3,0.09,0.009049861877399014,0.05
Walker2d-v5,DDPG,PPO,bootstrap,0.05,3,0.192,0.012455360291858283,0.05
Walker2d-v5,DDPG,PPO,permutation,0.05,3,0.11,0.009894442884771228,0.05
Walker2d-v5,DDPG,PPO,t-test,0.05,5,0.058,0.007391616873188166,0.05
Walker2d-v5,DDPG,PPO,Welch t-test,0.05,5,0.044,0.006485676526007136,0.05
Walker2d-v5,DDPG,PPO,Mann-Whitney,0.05,5,0.026,0.0050322956987840055,0.05
Walker2d-v5,DDPG,PPO,Ranked t-test,0.05,5,0.056,0.007270763371201128,0.05
Walker2d-v5,DDPG,PPO,bootstrap,0.05,5,0.097,0.00935900635751467,0.05
Walker2d-v5,DDPG,PPO,permutation,0.05,5,0.071,0.008121514637061242,0.05
Walker2d-v5,DDPG,PPO,t-test,0.05,10,0.051,0.00695693898205238,0.05
Walker2d-v5,DDPG,PPO,Welch t-test,0.05,10,0.049,0.006826346021115542,0.05
Walker2d-v5,DDPG,PPO,Mann-Whitney,0.05,10,0.045,0.0065555320150236475,0.05
Walker2d-v5,DDPG,PPO,Ranked t-test,0.05,10,0.048,0.006759881655768835,0.05
Walker2d-v5,DDPG,PPO,bootstrap,0.05,10,0.081,0.008627803892068943,0.05
Walker2d-v5,DDPG,PPO,permutation,0.05,10,0.064,0.007739767438366608,0.05
Walker2d-v5,DDPG,PPO,t-test,0.05,20,0.053,0.00708456067798138,0.05
Walker2d-v5,DDPG,PPO,Welch t-test,0.05,20,0.044,0.006485676526007136,0.05
Walker2d-v5,DDPG,PPO,Mann-Whitney,0.05,20,0.052,0.007021111023192838,0.05
Walker2d-v5,DDPG,PPO,Ranked t-test,0.05,20,0.052,0.007021111023192838,0.05
Walker2d-v5,DDPG,PPO,bootstrap,0.05,20,0.068,0.007960904471226871,0.05
Walker2d-v5,DDPG,PPO,permutation,0.05,20,0.044,0.006485676526007136,0.05
Walker2d-v5,DDPG,PPO,t-test,0.05,30,0.062,0.007626008130076967,0.05
Walker2d-v5,DDPG,PPO,Welch t-test,0.05,30,0.054,0.007147307185227175,0.05
Walker2d-v5,DDPG,PPO,Mann-Whitney,0.05,30,0.048,0.006759881655768835,0.05
Walker2d-v5,DDPG,PPO,Ranked t-test,0.05,30,0.07,0.008068457101577725,0.05
Walker2d-v5,DDPG,PPO,bootstrap,0.05,30,0.059,0.007451107300260815,0.05
Walker2d-v5,DDPG,PPO,permutation,0.05,30,0.045,0.0065555320150236475,0.05
Walker2d-v5,DDPG,PPO,t-test,0.01,2,0.015,0.003843826218756514,0.01
Walker2d-v5,DDPG,PPO,Welch t-test,0.01,2,0.003,0.001729450779872038,0.01
Walker2d-v5,DDPG,PPO,Mann-Whitney,0.01,2,0.0,0.0,0.01
Walker2d-v5,DDPG,PPO,Ranked t-test,0.01,2,0.0,0.0,0.01
Walker2d-v5,DDPG,PPO,bootstrap,0.01,2,0.337,0.014947608504372866,0.01
Walker2d-v5,DDPG,PPO,permutation,0.01,2,0.333,0.014903388876359632,0.01
Walker2d-v5,DDPG,PPO,t-test,0.01,3,0.012,0.003443254274665175,0.01
Walker2d-v5,DDPG,PPO,Welch t-test,0.01,3,0.006,0.002442130217658346,0.01
Walker2d-v5,DDPG,PPO,Mann-Whitney,0.01,3,0.0,0.0,0.01
Walker2d-v5,DDPG,PPO,Ranked t-test,0.01,3,0.0,0.0,0.01
Walker2d-v5,DDPG,PPO,bootstrap,0.01,3,0.126,0.010493998284733994,0.01
Walker2d-v5,DDPG,PPO,permutation,0.01,3,0.102,0.009570579919733181,0.01
Walker2d-v5,DDPG,PPO,t-test,0.01,5,0.009,0.002986469487538756,0.01
Walker2d-v5,DDPG,PPO,Welch t-test,0.01,5,0.012,0.003443254274665175,0.01
Walker2d-v5,DDPG,PPO,Mann-Whitney,0.01,5,0.009,0.002986469487538756,0.01
Walker2d-v5,DDPG,PPO,Ranked t-test,0.01,5,0.017,0.004087909000944126,0.01
Walker2d-v5,DDPG,PPO,bootstrap,0.01,5,0.061,0.0075682891065286355,0.01
Walker2d-v5,DDPG,PPO,permutation,0.01,5,0.02,0.004427188724235731,0.01
Walker2d-v5,DDPG,PPO,t-test,0.01,10,0.009,0.002986469487538756,0.01
Walker2d-v5,DDPG,PPO,Welch t-test,0.01,10,0.007,0.0026364749192814255,0.01
Walker2d-v5,DDPG,PPO,Mann-Whitney,0.01,10,0.005,0.0022304708023195463,0.01
Walker2d-v5,DDPG,PPO,Ranked t-test,0.01,10,0.011,0.003298332912245215,0.01
Walker2d-v5,DDPG,PPO,bootstrap,0.01,10,0.03,0.005394441583704471,0.01
Walker2d-v5,DDPG,PPO,permutation,0.01,10,0.009,0.002986469487538756,0.01
Walker2d-v5,DDPG,PPO,t-test,0.01,20,0.015,0.003843826218756514,0.01
Walker2d-v5,DDPG,PPO,Welch t-test,0.01,20,0.018,0.004204283529925164,0.01
Walker2d-v5,DDPG,PPO,Mann-Whitney,0.01,20,0.012,0.003443254274665175,0.01
Walker2d-v5,DDPG,PPO,Ranked t-test,0.01,20,0.012,0.003443254274665175,0.01
Walker2d-v5,DDPG,PPO,bootstrap,0.01,20,0.016,0.003967870965643918,0.01
Walker2d-v5,DDPG,PPO,permutation,0.01,20,0.009,0.002986469487538756,0.01
Walker2d-v5,DDPG,PPO,t-test,0.01,30,0.013,0.003582038525755969,0.01
Walker2d-v5,DDPG,PPO,Welch t-test,0.01,30,0.008,0.0028170906978654416,0.01
Walker2d-v5,DDPG,PPO,Mann-Whitney,0.01,30,0.011,0.003298332912245215,0.01
Walker2d-v5,DDPG,PPO,Ranked t-test,0.01,30,0.012,0.003443254274665175,0.01
Walker2d-v5,DDPG,PPO,bootstrap,0.01,30,0.021,0.004534203347888138,0.01
Walker2d-v5,DDPG,PPO,permutation,0.01,30,0.008,0.0028170906978654416,0.01
HalfCheetah-v5,SAC,TD3,t-test,0.05,2,0.102,0.009570579919733181,0.05
HalfCheetah-v5,SAC,TD3,Welch t-test,0.05,2,0.055,0.00720936890441875,0.05
HalfCheetah-v5,SAC,TD3,Mann-Whitney,0.05,2,0.0,0.0,0.05
HalfCheetah-v5,SAC,TD3,Ranked t-test,0.05,2,0.0,0.0,0.05
HalfCheetah-v5,SAC,TD3,bootstrap,0.05,2,0.323,0.014787528529135625,0.05
HalfCheetah-v5,SAC,TD3,permutation,0.05,2,0.357,0.015150940564862632,0.05
HalfCheetah-v5,SAC,TD3,t-test,0.05,3,0.048,0.006759881655768835,0.05
HalfCheetah-v5,SAC,TD3,Welch t-test,0.05,3,0.037,0.005969170796685248,0.05
HalfCheetah-v5,SAC,TD3,Mann-Whitney,0.05,3,0.0,0.0,0.05
HalfCheetah-v5,SAC,TD3,Ranked t-test,0.05,3,0.105,0.009694070352540258,0.05
HalfCheetah-v5,SAC,TD3,bootstrap,0.05,3,0.202,0.012696298673235441,0.05
HalfCheetah-v5,SAC,TD3,permutation,0.05,3,0.123,0.010386096475577337,0.05
HalfCheetah-v5,SAC,TD3,t-test,0.05,5,0.053,0.00708456067798138,0.05
HalfCheetah-v5,SAC,TD3,Welch t-test,0.05,5,0.034,0.005730968504537431,0.05
HalfCheetah-v5,SAC,TD3,Mann-Whitney,0.05,5,0.049,0.006826346021115542,0.05
HalfCheetah-v5,SAC,TD3,Ranked t-test,0.05,5,0.056,0.007270763371201128,0.05
HalfCheetah-v5,SAC,TD3,bootstrap,0.05,5,0.14,0.010972693379476163,0.05
HalfCheetah-v5,SAC,TD3,permutation,0.05,5,0.058,0.007391616873188166,0.05
HalfCheetah-v5,SAC,TD3,t-test,0.05,10,0.065,0.007795832219846705,0.05
HalfCheetah-v5,SAC,TD3,Welch t-test,0.05,10,0.047,0.006692607862410586,0.05
HalfCheetah-v5,SAC,TD3,Mann-Whitney,0.05,10,0.053,0.00708456067798138,0.05
HalfCheetah-v5,SAC,TD3,Ranked t-test,0.05,10,0.062,0.007626008130076967,0.05
HalfCheetah-v5,SAC,TD3,bootstrap,0.05,10,0.079,0.008529888627643388,0.05
HalfCheetah-v5,SAC,TD3,permutation,0.05,10,0.057,0.007331507348424334,0.05
HalfCheetah-v5,SAC,TD3,t-test,0.05,20,0.07,0.008068457101577725,0.05
HalfCheetah-v5,SAC,TD3,Welch t-test,0.05,20,0.053,0.00708456067798138,0.05
HalfCheetah-v5,SAC,TD3,Mann-Whitney,0.05,20,0.088,0.008958571314668427,0.05
HalfCheetah-v5,SAC,TD3,Ranked t-test,0.05,20,0.083,0.008724161850859944,0.05
HalfCheetah-v5,SAC,TD3,bootstrap,0.05,20,0.072,0.008174105455644672,0.05
HalfCheetah-v5,SAC,TD3,permutation,0.05,20,0.051,0.00695693898205238,0.05
HalfCheetah-v5,SAC,TD3,t-test,0.05,30,0.059,0.007451107300260815,0.05
HalfCheetah-v5,SAC,TD3,Welch t-test,0.05,30,0.052,0.007021111023192838,0.05
HalfCheetah-v5,SAC,TD3,Mann-Whitney,0.05,30,0.097,0.00935900635751467,0.05
HalfCheetah-v5,SAC,TD3,Ranked t-test,0.05,30,0.106,0.009734680272099337,0.05
HalfCheetah-v5,SAC,TD3,bootstrap,0.05,30,0.059,0.007451107300260815,0.05
HalfCheetah-v5,SAC,TD3,permutation,0.05,30,0.048,0.006759881655768835,0.05
HalfCheetah-v5,SAC,TD3,t-test,0.01,2,0.054,0.007147307185227175,0.01
HalfCheetah-v5,SAC,TD3,Welch t-test,0.01,2,0.016,0.003967870965643918,0.01
HalfCheetah-v5,SAC,TD3,Mann-Whitney,0.01,2,0.0,0.0,0.01
HalfCheetah-v5,SAC,TD3,Ranked t-test,0.01,2,0.0,0.0,0.01
